Término|Ngram|N(d,e)|N(d,e')|N(d',e)|P(e,d)|P(d,e)|SpecialtyWeight|Idf|Idf-norm|SpecialtyWeight*Idf-norm|
('homenaje', 'al', ':')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('direccion', 'de')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('immunidad', 'antitetánica')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('el', 'ano', 'fiscal')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('de', 'emergencia')|2|1|216|213|0.004608294930875576|0.004672897196261682|0.009281192127137258|9.8132935621061|-1.163751804785057|-0.010801004088512846|
('la', 'salud', 'durante')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('unidad', '.')|2|1|7|213|0.125|0.004672897196261682|0.12967289719626168|14.57484479455058|0.1783320616252154|0.02312483509392396|
cuadro|1|1|200|213|0.004975124378109453|0.004672897196261682|0.009648021574371134|9.923793103371652|-1.132606565694119|-0.010927412581091258|
('en', 'campaĕs')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('medicinarr', 'militar')|2|2|3|212|0.4|0.009345794392523364|0.4093457943925234|15.252916699663219|0.3694524170919272|0.15123379316473284|
('humano', 'de')|2|1|99|213|0.01|0.004672897196261682|0.014672897196261681|10.930988604775855|-0.8487199147336021|-0.012453180057306123|
('lo', 'especialización', 'efebológica')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('paludismo', 'y', 'de')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
(':', 'lo')|2|4|1624|210|0.002457002457002457|0.018691588785046728|0.021148591242049184|6.905959810284333|-1.983208643977123|-0.041942068959170825|
('en', 'lo', 'medicina')|3|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('un', 'hospital', 'español')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('macintosh', 'en', 'españa')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('del', 'ejercitar')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
(',', 'boticario', 'revalidar')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('médicomilitar', 'en', 'mexico')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
representacion|1|1|6|213|0.14285714285714285|0.004672897196261682|0.14753004005340453|14.767489872492977|0.23263072154262796|0.0343200196668363|
('dr.', 'argumosa', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('facultad', 'de', 'medicina')|3|1|75|213|0.013157894736842105|0.004672897196261682|0.017830791933103787|11.326917281106995|-0.7371240370850477|-0.013143505334152965|
apalache|1|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('en', 'lo', 'campaña')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('sanitaria', 'en', 'las')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('sanidad', 'militar', ',')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('campaña', 'antituberculoso')|2|1|6|213|0.14285714285714285|0.004672897196261682|0.14753004005340453|14.767489872492977|0.23263072154262796|0.0343200196668363|
cáncer|1|1|20811|213|4.8049202383240436e-05|0.004672897196261682|0.004720946398644922|3.229716802573888|-3.0193891214722357|-0.014254374199122006|
('de', 'apalache', ':')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('duodenal', 'en', 'lo')|3|1|28|213|0.034482758620689655|0.004672897196261682|0.03915565581695134|12.716863799423008|-0.3453557442870343|-0.013522630657710174|
('desde', 'uno', 'zona')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('con', 'uno', 'casuistica')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('1591', '.')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('y', 'leyenda')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('y', 'extranjero')|2|1|25|213|0.038461538461538464|0.004672897196261682|0.043134435657800146|12.874405076409488|-0.30095139036628876|-0.012981368383880178|
('deber', 'haber', 'parir')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('de', '622')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('farmacia', 'de')|2|1|22|213|0.043478260869565216|0.004672897196261682|0.0481511580658269|13.051282838493567|-0.251096883036347|-0.012090605704919592|
colonial|1|1|33|213|0.029411764705882353|0.004672897196261682|0.034084661902144035|12.487381953300241|-0.4100371618084619|-0.01397597802755615|
('(', '1851', ')')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('-', 'inmigrante')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('llomada', 'cardiopatía', 'coronario')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('del', 'sistema', 'nervioso')|3|1|700|213|0.0014265335235378032|0.004672897196261682|0.006099430719799485|8.121574160539957|-1.6405773611005712|-0.010006587954504396|
('vacunas', 'tab', 'y')|3|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
otorrinolaringologia|1|1|9|213|0.1|0.004672897196261682|0.10467289719626169|14.252916699663219|0.08759387963347909|0.009168705157896877|
('``', 'lo', 'manir')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('voenno-nauchnoi', 'raboty', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
carpiano|1|1|188|213|0.005291005291005291|0.004672897196261682|0.009963902487266973|10.012602370329507|-1.1075749155966212|-0.011035768456347683|
('nuevo', 'organización')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
tecc|1|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('méxico', '.')|2|2|4777|212|0.0004184975936388366|0.009345794392523364|0.0097642919861622|5.352351742304114|-2.421106341801673|-0.02364038925090056|
('aérica', '.')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
paludismo|1|1|252|213|0.003952569169960474|0.004672897196261682|0.008625466366222155|9.59185121985627|-1.2261672195029674|-0.010576264111186983|
castillo|1|1|129|213|0.007692307692307693|0.004672897196261682|0.012365204888569375|10.552476981522126|-0.9554066472749213|-0.011813798945455534|
('con', 'el', 'cambiar')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('estados', 'unidos', '.')|3|1|96|213|0.010309278350515464|0.004672897196261682|0.014982175546777145|10.974931952363452|-0.8363341070515339|-0.01253010440760319|
('tenerife', '(')|2|1|6|213|0.14285714285714285|0.004672897196261682|0.14753004005340453|14.767489872492977|0.23263072154262796|0.0343200196668363|
('sangrar', 'realizar')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
botica|1|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('lo', 'primero', 'cruz')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('lo', 'apreciación')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
préambulo|1|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('estudio', 'referencial', 'del')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
estudiar|1|1|14184|213|7.049700387733522e-05|0.004672897196261682|0.004743394200139017|3.782766264388859|-2.8635074090228865|-0.013582744436014264|
('1823-1908', ')', '.')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('e', 'inventor', '.')|3|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('obstetricia', 'en')|2|1|32|213|0.030303030303030304|0.004672897196261682|0.03497592749929199|12.530450675192126|-0.3978978748458106|-0.013916847222729426|
('doctor', 'francisco')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
para|1|2|488|212|0.004081632653061225|0.009345794392523364|0.013427427045584589|8.63820685554801|-1.4949600252823851|-0.020073466675544518|
('inmediato', 'y')|2|1|239|213|0.004166666666666667|0.004672897196261682|0.008839563862928349|9.667954198942061|-1.2047169451216153|-0.010649172373154466|
('la', 'medicinar', 'interno')|3|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
('el', 'instituto')|2|1|986|213|0.0010131712259371835|0.004672897196261682|0.005686068422198865|7.627938520094182|-1.7797127807539816|-0.010119568643228946|
('tratamiento', 'del', 'paludismo')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('jefe', 'que', 'haber')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('la', 'ciencia', 'médico')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('y', 'gammaglobulinemia', 'en')|3|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('primero', 'cruz', 'roja')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
especial|1|1|923|213|0.0010822510822510823|0.004672897196261682|0.005755148278512764|7.723095753134523|-1.7528919022206386|-0.010088152813484073|
('el', 'doctor', 'francisco')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('medicinarr', 'interno', 'en')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('ejército', 'mexicano', '.')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('calamidades', 'publicas', '.')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('de', 'invalidez', 'en')|3|1|14|213|0.06666666666666667|0.004672897196261682|0.07133956386292835|13.667954198942061|-0.07728279528782286|-0.005513320909941257|
('escalón', 'cuerpo')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
(',', 'parir', 'el')|3|1|22|213|0.043478260869565216|0.004672897196261682|0.0481511580658269|13.051282838493567|-0.251096883036347|-0.012090605704919592|
('medicamento', 'simple')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('francés', 'y')|2|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('1872', ')')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('memoria', 'del')|2|1|74|213|0.013333333333333334|0.004672897196261682|0.018006230529595015|11.3460261040547|-0.7317380521964554|-0.013175844055126206|
ojo|1|1|402|213|0.0024813895781637717|0.004672897196261682|0.007154286774425454|8.920208766022613|-1.4154753792355252|-0.010126716785189572|
('sobrar', 'lo', 'infección')|3|1|72|213|0.0136986301369863|0.004672897196261682|0.018371527333247983|11.385020235670563|-0.7207472232897458|-0.013241227313030153|
('tribunal', 'del')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
(':', 'revisión', 'bibliográfico')|3|1|39|213|0.025|0.004672897196261682|0.029672897196261684|12.252916699663219|-0.4761231952834172|-0.014127954626400464|
('lo', 'batallo')|2|3|9|211|0.25|0.014018691588785047|0.26401869158878505|13.989882293829424|0.013455386703913925|0.0035524735923884894|
medicinarr|1|2|64|212|0.030303030303030304|0.009345794392523364|0.03964882469555367|11.530450675192126|-0.6797564123042588|-0.026951542827130057|
lucha|1|1|124|213|0.008|0.004672897196261682|0.012672897196261683|10.609060509888494|-0.9394580967253384|-0.011905655879995878|
('médico', 'y')|2|1|497|213|0.002008032128514056|0.004672897196261682|0.006680929324775738|8.614842862482499|-1.5015453661970193|-0.01003171846950679|
('e', 'importancia', 'en')|3|1|8|213|0.1111111111111111|0.004672897196261682|0.11578400830737279|14.404919793108268|0.1304372492410606|0.015102547549717814|
('militar', 'de', 'perú')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('sistema', 'nervioso', '.')|3|1|79|213|0.0125|0.004672897196261682|0.017172897196261683|11.252916699663219|-0.7579817327418653|-0.013016742373020352|
('de', 'aguar')|2|2|246|212|0.008064516129032258|0.009345794392523364|0.017410310521555623|9.620648484163706|-1.218050464702469|-0.021206636821395113|
('de', 'los')|2|6|23289|208|0.00025756600128783|0.028037383177570093|0.028294949178857925|3.0671120845547604|-3.06522064947695|-0.08673026249893619|
('clínico', 'en', 'lo')|3|1|307|213|0.003246753246753247|0.004672897196261682|0.007919650443014929|9.308058253855679|-1.3061566898408892|-0.01034430440734531|
('entrar', 'españa')|2|1|6|213|0.14285714285714285|0.004672897196261682|0.14753004005340453|14.767489872492977|0.23263072154262796|0.0343200196668363|
('1955-56', ',', 'en')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('a', '4.009')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
gutiérrez|1|1|33|213|0.029411764705882353|0.004672897196261682|0.034084661902144035|12.487381953300241|-0.4100371618084619|-0.01397597802755615|
('análisis', 'de', 'estadísticas')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('serológico', '.')|2|1|60|213|0.01639344262295082|0.004672897196261682|0.021066339819212503|11.644107456987694|-0.647721278015126|-0.013645116550801261|
('investigación', 'pilotar', 'simplificar')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('comer', 'via')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('hemoterapia', 'del', 'ejército')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('dr.', 'cosme')|2|2|2|212|0.5|0.009345794392523364|0.5093457943925234|15.57484479455058|0.4601905990836635|0.2343961462622398|
('organización', 'divisionario')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
agustín|1|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
('la', 'infancia')|2|1|199|213|0.005|0.004672897196261682|0.009672897196261682|9.930988604775855|-1.1305784521920503|-0.010935969140362356|
('paludismo', 'y')|2|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
('durante', 'el', 'año')|3|1|164|213|0.006060606060606061|0.004672897196261682|0.010733503256867742|10.208522580304765|-1.0523531317544432|-0.011295435767061286|
('apalache', ':', 'lo')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('ejercito', 'mexicano')|2|2|1|212|0.6666666666666666|0.009345794392523364|0.67601246105919|15.989882293829424|0.5771724616208102|0.39017577623587474|
('edas', 'militar')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('general', 'y', 'en')|3|1|10|213|0.09090909090909091|0.004672897196261682|0.0955819881053526|14.115413175913282|0.04883733753393901|0.004667969815266048|
('guerra', 'de')|2|1|15|213|0.0625|0.004672897196261682|0.06717289719626168|13.57484479455058|-0.10352647583323274|-0.006954173318237012|
('dr.', 'carlo', 'j.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
(',', 'más')|2|1|40|213|0.024390243902439025|0.004672897196261682|0.029063141098700708|12.217292789932497|-0.48616409837867025|-0.014129455788301905|
('nuevo', 'enfocar', 'en')|3|1|31|213|0.03125|0.004672897196261682|0.03592289719626168|12.57484479455058|-0.3853850132916809|-0.013844146213456995|
('debilidades', 'y')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('catálogo', 'de', 'lo')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('laboral', 'en')|2|1|146|213|0.006802721088435374|0.004672897196261682|0.011475618284697056|10.375172449714215|-1.005381443295054|-0.011537373673771839|
('pobre', 'del')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('1808-1809', ')', '.')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
madrid|1|2|1556|212|0.0012836970474967907|0.009345794392523364|0.010629491440020154|6.969365276488911|-1.96533727200583|-0.02089053570953853|
('militar', 'y', 'lo')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('las', 'picaduras')|2|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
desde|1|2|2086|212|0.0009578544061302681|0.009345794392523364|0.010303648798653631|6.546938797980696|-2.084401781421878|-0.02147694391105902|
(':', 'lo', 'medicinarr')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('el', 'mediar')|2|2|395|212|0.005037783375314861|0.009345794392523364|0.014383577767838225|8.941849597407623|-1.4093757261519613|-0.020271865361210204|
principio|1|1|150|213|0.006622516556291391|0.004672897196261682|0.011295413752553073|10.336440055225502|-1.0162984993579063|-0.011479512046346344|
('militar', 'antituberculoso')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('armada', 'y')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('inventor', '.')|2|1|6|213|0.14285714285714285|0.004672897196261682|0.14753004005340453|14.767489872492977|0.23263072154262796|0.0343200196668363|
('sus', 'causas', '.')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('y', 'el')|2|4|4896|210|0.0008163265306122449|0.018691588785046728|0.019507915315658972|5.316278760660647|-2.4312738196494657|-0.0474290837829005|
('ciencia', 'médico')|2|1|12|213|0.07692307692307693|0.004672897196261682|0.08159597411933861|13.874405076409488|-0.019092852907840623|-0.0015578999317325023|
('razvitiiu', 'voenno-nauchnoi', 'raboty')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('enfermedades', 'y')|2|1|9|213|0.1|0.004672897196261682|0.10467289719626169|14.252916699663219|0.08759387963347909|0.009168705157896877|
('acercar', 'del')|2|1|222|213|0.004484304932735426|0.004672897196261682|0.009157202128997108|9.773944894630276|-1.1748425626507317|-0.010758270815941698|
('un', 'hospital', 'militar')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
bretaña|1|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
(':', 'lo', 'martires')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('de', 'lo', 'sanidad')|3|3|49|211|0.057692307692307696|0.014018691588785047|0.07171099928109274|11.874405076409488|-0.5828099278247368|-0.04179388231525342|
('militar', '(')|2|1|8|213|0.1111111111111111|0.004672897196261682|0.11578400830737279|14.404919793108268|0.1304372492410606|0.015102547549717814|
('asistencia', 'y')|2|1|23|213|0.041666666666666664|0.004672897196261682|0.04633956386292835|12.989882293829424|-0.2684031507545342|-0.012437684945400922|
('militar', 'con', 'el')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('frecuencia', 'del', 'cáncer')|3|1|10|213|0.09090909090909091|0.004672897196261682|0.0955819881053526|14.115413175913282|0.04883733753393901|0.004667969815266048|
('lo', 'historia', 'de')|3|2|148|212|0.013333333333333334|0.009345794392523364|0.022679127725856698|10.3460261040547|-1.0135965896549035|-0.022987486519276318|
('en', 'lo', 'españa')|3|1|65|213|0.015151515151515152|0.004672897196261682|0.019824412347776835|11.530450675192126|-0.6797564123042588|-0.013475771413565029|
('august', 'von')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
rivero|1|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('prevención', 'de', 'lo')|3|1|1370|213|0.0007293946024799417|0.004672897196261682|0.005402291798741623|7.153831938771354|-1.913343768365059|-0.01033644134801195|
('edas', 'militar', '.')|3|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('de', 'oftalmología', '(')|3|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('científico', 'e')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('conmemorativo', 'del', '88')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('cruz', 'de')|2|1|59|213|0.016666666666666666|0.004672897196261682|0.02133956386292835|11.667954198942061|-0.6409998702047192|-0.013678657666362387|
('\ufeff1', 'director', '.')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
extranjero|1|1|133|213|0.007462686567164179|0.004672897196261682|0.01213558376342586|10.508755604092809|-0.9677298907728176|-0.011743967149844487|
('odontología', 'militar', '.')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('el', 'soldado')|2|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('hospitales', 'de', 'sangrar')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
el|1|70|105434|144|0.0006634819532908704|0.32710280373831774|0.3277662856916086|0.8879066228801928|-3.6794483137260063|-1.2059991071842258|
('cuadro', 'básico', 'de')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('algunos', 'dato', 'de')|3|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('tuberculósis', 'pulmonar', 'realizar')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
plostica|1|1|11|213|0.08333333333333333|0.004672897196261682|0.08800623052959501|13.989882293829424|0.013455386703913925|0.0011841578641294964|
('desempeñar', 'el')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('electroencéfalográfico', '.')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
('622', 'casos')|2|1|2|213|0.3333333333333333|0.004672897196261682|0.338006230529595|15.989882293829424|0.5771724616208102|0.19508788811793737|
abril|1|1|69|213|0.014285714285714285|0.004672897196261682|0.018958611481975966|11.445561777605613|-0.7036830728244533|-0.01334085398412181|
('de', 'labor', 'al')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('cordero', 'soroa')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
médico|1|21|6165|193|0.0033947623666343357|0.09813084112149532|0.10152560348812965|4.980053676461315|-2.5260417301387332|-0.25645791108853405|
('ciencia', 'médico', 'en')|3|1|3|213|0.25|0.004672897196261682|0.2546728971962617|15.57484479455058|0.4601905990836635|0.1171980731311199|
('paratífico', 'a')|2|1|1|213|0.5|0.004672897196261682|0.5046728971962616|16.57484479455058|0.7420491365421111|0.3744920876006916|
('dermatovenereológica', 'en')|2|1|4|213|0.2|0.004672897196261682|0.2046728971962617|15.252916699663219|0.3694524170919272|0.07561689658236642|
(',', 'consideración', 'y')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('en', 'inmunizacion', 'antipoliomielitica')|3|1|5|213|0.16666666666666666|0.004672897196261682|0.17133956386292834|14.989882293829424|0.2953139241623621|0.05059895896862901|
('terciar', 'del')|2|1|25|213|0.038461538461538464|0.004672897196261682|0.043134435657800146|12.874405076409488|-0.30095139036628876|-0.012981368383880178|
('mayor', 'inventar')|2|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
('don', 'josé', 'maría')|3|1|0|213|1.0|0.004672897196261682|1.0046728971962617|17.57484479455058|1.0239076740005593|1.0286922892996273|
40|1|1|511|213|0.001953125|0.004672897196261682|0.006626022196261682|8.57484479455058|-1.5128191631254735|-0.01002397335379941|
('medicina', 'preventiva')|2|1|52|213|0.018867924528301886|0.004672897196261682|0.02354082172456357|11.846924339987382|-0.5905556080009529|-0.013902164286391678|
